,School Name,School Address,School Phone,affiliation
989,Vivekanand Vision Ideal Public School,"Bignanikanagar, Yari, Deo-Anandpura Road...",9934406927,CSEB
990,Bhel Secondary School,TPS Colony Parli...,02446222382,CSEB
991,Gurukul English School,"Gurukul English School, Gurukul Nagar, Behind...",02442 220394,CSEB
992,Jawahar Navodaya Vidyalaya,Rajani Post At Gadhi Tal-Georai...,"02447 62222 , 62222",CSEB
993,New Vision Public School,"New Vision Public School, Ring Road, Ambajoga...",0240 245678(02446),CSEB
994,Sharda English School,"Beed Parali State Highway, Kaij Tq. Kaij...",02445-252990,CSEB
995,Sindphana Public School,"Ap-Phule Pimpalgaon, Tal-Majalgaon...",02443-20205,CSEB
996,FR. Agnel School,Tudka-Tumsar Station Road Tumsar...,07183233896,CSEB
997,Kendriya Vidyalaya,Ordnance Factory Jawahar Nagar...,"07184 275250 , 277770",CSEB
998,"Maharishi Vidya Mandir, Bela","N.H. No 6, Bela ,
Bhandara
Bhandara -441904...",07184- 256814,CSEB
999,"Maharishi Vidya Mandir, Tumsar","Chandra Bhawan,
Dist. Bhandara, Station Road...","07183 233436 , 233325, 0755- 2854466, 40476006",CSEB
1000,Royal Public School,Vidya Nagar...,"07184 0253032 , 9215781410",CSEB
1001,School of Scholars,"Survey #212/1/2 & 231/3, Mouza : Khokarla, Kh...",9272224552,CSEB
1002,Shirinbai Neterwala School,Maneck Nagar Post Box #2 Tumsar...,"07183 20278 38603 , 38603 38646",CSEB
1003,St. Peters School,Bela...,07184255067,CSEB
1004,Sunflag School,Bhandara Road Warthi...,"07184 285551-5 , 85551-5 85662",CSEB
1005,Sunny's Spring Dale School,"Krishna Nagari, Khat Road...",07184256502,CSEB
1006,Usa Vidya Niketan,"Shree Ram Bhawan, Tumsar...","0141 07183 233361 , 01415140291",CSEB
1007,Army School,Vairengte C/o Cijw School C/o 99 AP. O. Aizwa...,"01482 KOCP 20 , KOCP 51",CSEB
1008,Kendriya Vidyalaya,"Central School Aijhol, Project Pushpak, Jembw...","0389-2351128, 0389-2351033",CSEB
1009,"Kendriya Vidyalaya, Tanhril","Mizam University Campus, Tanhril...",0389-2331559,CSEB
1010,Mizoram Institute of Comprehensive,Education P. B. #147...,"0389 2325244 , 03892320713",CSEB
1011,Jawahar Navodaya Vidyalaya,P. O. Khawzawal...,"03831 234402 , 264450",CSEB
1012,Kendriya Vidyalaya,Chanem Building...,"03831 234310 , 08575319335",CSEB
1013,Jawahar Navodaya Vidyalaya,Thingdawl District Kalasib...,0383 7268754,CSEB
1014,Jawahar Navodaya Vidyalaya,"Sihthlangpui, Lawngtlai...",,CSEB
1015,Jawahar Navodaya Vidyalaya,Pukpui...,"03722569051 , 09436771194",CSEB
1016,Kendriya Vidyalaya,"Lunglei Ramthar Veng, P. O. &...",0372 2323590,CSEB
1017,Jawahar Navodaya Vidyalaya,P. O. &...,0389 2565714,CSEB
1018,Jawahar Navodaya Vidyalaya,P. O. &...,03835 222795,CSEB
1019,Jawahar Navodaya Vidyalaya,"Thenzawl District, Aizawl...",05683 640605,CSEB
1020,Central Public School,"Mekhar, Janephal Road...",07268 225210,CSEB
1021,DR R N Lahoti Convent School,"Jalna Road, At Post : Sultanpur...",07260272633,CSEB
1022,Jawahar Navodaya Vidyalaya,Shegaon Buldana...,"07265 52176 , 52176",CSEB
1023,M.s.m. English School And Jr. College,"Nandura Road, Malkapur...","0141 07267 223249,07267224097 , 872854",CSEB
1024,Rajlaxmi International English School,"Sindhkhedraja Road, Deulgaonraja...","0175 07261202862 , 9930032845",CSEB
1025,Sahakar Vidya Mandir,"Vidya Nagari, Chikhali Road, Yelgaon, Buldana...",07262-244705,CSEB
1026,Satyajeet International English School,"Khandala, Mehkar...",07268-224240,CSEB
1027,School Of Scholars,"Malkapur Muktai Nagar Road, Tal. Malkapur, :...","0484 07267-222849 , 291525",CSEB
1028,SMT Sarojben Damjibhi Vikamshi Dnyanpeeth,"Shegaon Road, Varkhed, Khamgaon...",07263-254927,CSEB
1029,SMT. Tulsibai Ranglalji Zambad Vidyaniketan,"Anand Nagar, Buldana Road...","0712 07265-221705 , 33663",CSEB
1030,Yashodham Public School,"Yashodhamroad, District T, Malkapur...",07267 226285,CSEB
1031,Amrishbhai R Patel School,"Karvand Road Shirpur, Maharashtra, 425405...",02563-261302,CSEB
1032,Chhatrapati Shivaji Public School,"Village-Harnamal Hills, P. O. Morane, Laling,...","0712 02562 -324744, 33663",CSEB
1033,Jawahar Navodaya Vidyalaya,"Dhule, Nakane, At-Mehergaon, Tal &...","02560 278333 , 227799",CSEB
1034,Kendriya Vidyalaya,"Oswal Nagar, Near MSEB Substation,
NagaonBar...","02562 270300,271301",CSEB
1035,Mukesh R Patel School,"Shirpur Chopda Road, Opposite Priyadarshini S...",02563202402,CSEB
1036,Podar International School,"Gat #304/2/2, Near Nagaon Bari, Next To Hotel...",02562-261292 / 601191,CSEB
1037,Rotary English School,"S. #356/2, Malpur Road, Dondaicha, Shindkhda...","04935 02566-246574 , 251113",CSEB
1038,Sant Shri Asharamji Gurukul,"Dhule Mahindale Shivar, Surat Bypass Raver Ro...","02562-322872, 9423182861",CSEB
1039,Smita Patil Public School,"Smith Nagar, Shivaji Nagar, At/post Dahiwad, ...","011 02563-276276 , 011-25263359",CSEB
1040,Jawahar Navodaya Vidyalaya,"Loktak District, Bishunpur...","03879 222100 , 222100",CSEB
1041,Assam Rifles Junior High School,"Care of Hq 26 Sec. Assam Rifles, Pallel...","0387 2232427 , 9612350637",CSEB
1042,Jawahar Navodaya Vidyalaya,Liwa Khullen Sarai...,"07152 22215 , 82012",CSEB
1043,Jawahar Navodaya Vidyalaya,Churachandpur Tuinom...,"01821 2337 , 86139",CSEB
1044,Kendriya Vidyalaya,"H. E. Project, Vidyut Vihar, Kom Keirap, Lokt...","03879 261208 , 03879261208",CSEB
1045,Kendriya Vidyalaya,Bsf Campus...,"0 9402881383 , 9402881383",CSEB
1046,Rayburn High,"New Lamka ( H ), P. O. Box-32...",(03874) 233716,CSEB
1047,St Paul's Institute,P. O. Box #42 New Lamka...,"03874 233584 , 235197 233584",CSEB
1048,Haseen Chishti Islamia College(juni),Falcon British Academy Rahmania Building Than...,9089426137,CSEB
1049,Jwalamukhi Public School,C/o 21 Assam Rifles C/o 99 Apo...,0141 2762864,CSEB
1050,S.V.getwell School,"Haotal, Thangjam Khunou, B. P. O. - Pangei...",03852053167,CSEB
1051,Unacco School,Khongman Zone-III ( West )...,0385-2446379,CSEB
1052,Central Academy,Khabam...,"0385 2427681 , 2400718 0385-2427222",CSEB
1053,Shishu Nistha Niketan,"Kwakeithel Mayaikoibi central, Manipur...","0385 2443315 , 2455813",CSEB
1054,Assam Rifles High School,"Hrangkhapara, P. C, Te ; Iamura, District, Kh...","0657 2730951 , 9818430125",CSEB
1055,Kendriya Vidyalaya,"Jawahar Nagar, Ambassa...",03826 267221,CSEB
1056,Eklavya Model Residential School,"Darchwai, Kumarghat, Tirpura...","09862013085 , 09436563084",CSEB
1057,Holy Cross School,"Holy Cross School, Pabiacherra ( P. O. ), Kum...",03824261225,CSEB
1058,Jawahar Navodaya Vidyalaya,82 Miles Nalkata P. O. - Kanchanhera District...,"05162 56680 , 40231",CSEB
1059,Jawahar Navodaya Vidyalaya,"Village Kherengjuri, Under Laxminagar Gram Pa...","03822 290829 , 09402382759",CSEB
1060,Kendriya Vidyalaya,Bsf Campus Panisagar...,"07175 74447 , 74448",CSEB
1061,Kendriya Vidyalaya,Kailashahar...,"0422 22596 , 22395",CSEB
1062,Brilliant Stars School,"East Dhajanagar, Gokulpur, Udaipur, Gomati...",03821-222049,CSEB
1063,Dhamma Dipa School,"P. O. Bishnupur, Manu Bankul, Sabroom...",03823275295,CSEB
1064,Don Bosco School,"Dhajanagar, Gakulpur, Udaipur, Gomati Tripura...",0381 222 106,CSEB
1065,Eklavya Model Residential School,Birchandra Nagar Santir...,"0381 9862560207 , 03592322118",CSEB
1066,Garia Academy,"Garia Hathai, Atharabla, P. O. : Manikya, P. ...",0381-2373384,CSEB
1067,Jawahar Navodaya Vidyalaya,P. O. - Kakraban Udaipur...,"03821 225889 , 03821225889",CSEB
1068,Kendriya Vidyalaya,Bsf Campus Bagafa Santir Bazar...,"0451 2454585 , 422580",CSEB
1069,Saint Johns High School,"Raio, Raiya Bari ( P. O. ), Killa ( PS ), Uda...",03821200643,CSEB
1070,Anand Valley School,"Kausani Road, Someshwar...",09760358454,CSEB
1071,Army Public School,"Near Ranikhet Club, Ranikhet, Uttaranchal-263...",267,CSEB
1072,Army School,Alexandra Linesuttaranchal...,"05962 230769 , 254433",CSEB
1073,Beersheba School,Bhawani Dutt Parishar Hira Dungriuttaranchal...,"05962 234819 , 656593",CSEB
1074,G D Birla Memorial School,Birla Gram Chilianaula Ranikhet Uttaranchal...,"05966 226023 , 226002",CSEB
1075,Great Mission Public School,Ram Nagar Nainital Uttaranchal...,,CSEB
1076,Green Field Public School,Jakhan Devi...,05962234464,CSEB
1077,Holy Angel Public School,Lower Mall Rooad Khatyari Alma Uttranchal...,,CSEB
1078,Jawahar Navodaya Vidyalaya,Tarikhet ( Ranikhet ) Uttaranchal...,"01372 8630 , 8631",CSEB
1079,"Kendriya Vidyalaya, Almora","Almora ( Pokhar Khali ), Sunaula P.O, Uttaran...","0596 2211256,57",CSEB
1080,"Kendriya Vidyalaya, Ranikhet","Near Mankameshwar Temple
Ranikhet, Almora,...",05966 220423,CSEB
1081,Kumaon Public School,Village & P. O. Malli Mirai...,05966244666,CSEB
1082,Maharshi Vidya Mandir,Dapparsalli Near Ntduttaranchal...,,CSEB
1083,New Modern Public School,Near Base Hospital...,"05962 236477 , 231429",CSEB
1084,NNDM Beersheeba Public School,Chilinaula Ranikehtuttaranchal...,"05966 220928 , 05966220928",CSEB
1085,Rajeev Gandhi Novodaya Vidyalaya,"Chauralia, District, Uttrakhand...",05966 211194,CSEB
1086,Sharda Public School,"Deodarhouse, Cantonment...",06962236611,CSEB
1087,Spring Dales School,Almora Cantt District Tuttaranchal...,"0962 230862 , 22921762",CSEB
1088,Sult Public School,"Shashikhal Salt, P. O. Khumar...","05966 238828 , 25017416",CSEB
1089,Sunrise Convent School,P. O. & Teh. Bhikyasen...,"05966 242468 , 0565-2430298",CSEB
1090,Country Wide Public School,Pindari Road Kathayatbarauttaranchal...,05963 221468,CSEB
1091,Countrywide Public School,"Deonai Road, Baret Garur...",05963-250480,CSEB
1092,Jawahar Novodaya Vidyalaya,Bahuli...,05963 221782,CSEB
1093,Jim Corbett International School,Takula Road...,05963-221049,CSEB
1094,Kendriya Vidyalaya,"Kathayatbara, Bageshwar -263642 ...",05963-221891,CSEB
1095,"Kendriya Vidyalaya, Kausani","Kausani, GIC Area, Kausani Estate, Bageshwar ...",05962 258349,CSEB
1096,Maharashi Vidya Mandir,P. O. & District Tuttranchal...,"01659 340057 , 340664",CSEB
1097,Rajeev Gandhi Navodaya Vidyalaya,Bahuli...,"01682 05963221889 , 0941058763",CSEB
1098,St.adams Public School,"St. Adams Public School, Garur ( Bageshwar )...","04347 05963 250206 , 9487810753",CSEB
1099,I T B P Public School,P. O. Joshimathuttaranchal...,"09948 40 , 6801",CSEB
1100,Jawahar Navodaya Vidyalaya,Pipalkoti District Tuttaranchal...,01372 266460,CSEB
1101,"Kendriya Vidyalaya, Gaucher","Aiktikbikpi, Gaucher- Chamoli, Uttarakhand -2...",01363 - 240405,CSEB
1102,"Kendriya Vidyalaya, Gopeshwar","Gopeshwar,
near Pathiyaldhar ,
Gopeshwar,  ...",01372-251075,CSEB
1103,"Kendriya Vidyalaya, Gwaldm","SSB, EFA, Gwaldm, Chamoli, Uttarakhand. - 24...",01363-274219,CSEB
1104,"Kendriya Vidyalaya, Joshimath","Joshimath,
 Chamoli,
Uttarakhand - 246443...",01389 22210,CSEB
1105,Peace Public School,"Near Ganesh Mandir, Gopeshwar...",01372252194,CSEB
1106,Rajeev Gandhi Navodaya Vidyalaya,"Gairsain, Uttaranchal-246428...",01363 268510,CSEB
1107,Shri Guru Ram Rai Public School,"P. O. Langasu, Karanprayag...","01392 01363-241451 , 01392-295300",CSEB
1108,Shri Guru Ram Rai Public School,Gopeshwar...,"0493 01372 253447 , 2332088",CSEB
1109,A B C Alma Mater,Guru Gorakhnath Marg...,05965230876,CSEB
1110,Dayanand Arya Vidyalaya (dav),Teh. Lohaghat...,"05965 234052 , 2530998",CSEB
1111,Holy Wisdom School,"Kelyura P. O. Khuna Bora, Maneshwar, Champawa...",,CSEB
1112,Jawahar Navodaya Vidyalaya,Champawat Uttaranchal...,"059652 230467 , 9690456655",CSEB
1113,Kendriya Vidyalaya,"Lohaghat, Near Government Hospital, Lohaghat,...","05965 235420 , 235118",CSEB
1114,Kendriya Vidyalaya No 1,Banbasa Cantt P. O. Chandaniuttaranchal...,"02823 36 , 36",CSEB
1115,Kendriya Vidyalaya No 2,N. H. P. C. Campus Banbasa P. O. Chandani Nai...,"05943 63059 , 63196",CSEB
1116,Oakland Public School,Cutchery Mohalla Lohaghat...,05965-234024,CSEB
1117,Rajeev Gandhi Navodaya Vidyalaya,Lohaghatuttaranchal...,"04898 272239 , 272590",CSEB
1118,St. Francis School,"Pithoragarh Road, Tanakpur...","06531 05943-266126 , 06531246250",CSEB
1119,Ucs School Champawat,Village-Khark Karki Post-Champawat...,05965200110,CSEB
1120,Udayan International School,"Near Khatkana Bridge, Nagnath Ward...",9410718191,CSEB
1121,City Public School,Near Mahadev Dhara Gicd...,05964-226804,CSEB
1122,Don Bosco School,Don Bosco Nagar Near Rai Bridya Pithoragarh...,"0124 2670478 , 09431018786",CSEB
1123,General B C Joshi Army Public School,P. O. Binuttaranchal...,"05964 224606 , 05964-224606",CSEB
1124,Green Valley Public School,Dharchula Road...,05964256056,CSEB
1125,Gurukul Vidya Mandir,Kumour...,05964-223727,CSEB
1126,Himalaya Public School,"Jagdamba Colony, Near Stadium...",05964-224410,CSEB
1127,J.b. Memorial Manas Academy,"Manas Vihar, Post Office-Bin...","04936 05964-226427 , -",CSEB
1128,Jawahar Navodaya Vidyalaya,"Gic Campus, P. O. - Degree College, Uttrakhan...",05964 264400,CSEB
1129,Kendriya Vidyalaya,Nhpc Dharchula Nigalpaniuttaranchal...,"05967 220258 , 05967",CSEB
1130,Kendriya Vidyalaya,I. T. B. P. Mirthi District Tuttranchal...,"05964 232143 , 221224",CSEB
1131,Kendriya Vidyalaya,Pithoragarh Post-Bharkatiauttaranchal...,2324,CSEB
1132,Maa Nainawati Public School,Village & P. O. Naini Saini...,09411349051,CSEB
1133,Maharishi Vidya Mandir,Pithoragarh Uttranchal...,"05964 256058 , 05964227874",CSEB
1134,Mallikarjun School,V & P. O. Aincholiuttranchal...,,CSEB
1135,New Beersheba Public School,Popithoragarh Uttaranchal...,"05964 225824 , 2381",CSEB
1136,Nikhileshwar Children's Academy,G. I. C Link Road...,05964 228898,CSEB
1137,P.n.f.public School,Jakh Puran Road Aincholi...,05964225571,CSEB
1138,Rajeev Gandhi Navodaya Vidyalaya,Gangolihatuttranchal...,"05964 288625 , 272590",CSEB
1139,Soar Valley Public School,Near New Stadiumuttaranchal...,0135 2686787,CSEB
1140,The Asian Academy,Near Vikas Bhawan...,01334 05964226715,CSEB
1141,Anoop Negi Memorial Public School,"Gulabrai, Post : Tehsil : Rudrapayag...","01364233687 , 27051897",CSEB
1142,DR. Jacques Vigne National School,"Narottamnagar, Thaglasi ( Bhainsari ) Guptaka...",01364 267394,CSEB
1143,Jawahar Navodaya Vidyalaya,Bansu Jakhdhar Post Narayan Kotiuttaranchal...,"6718 , 6718",CSEB
1144,Kendriya Vidyalaya,"Augustyamuni, District, Uttrakhand...","01364 256923 , 63196",CSEB
1145,Rajeev Gandhi Navodaya Vidyalaya,"Rudraprayag, Uttarakhkand...","05943 211436 , 250150",CSEB
1146,Swami Pranavananda Vidya Mandir,Ukhimath...,"01744 01364-264274 , 01398-252762",CSEB
1147,Jawahar Navodaya Vidyalaya,Pokhal P. O. Pokhal Gharwal Uttaranchal...,"01372 87617 , 8631",CSEB
1148,Kendriya Vidyalaya,Garwal New Town Uttaranchal...,"0135 2124 , 2248",CSEB
1149,Kendriya Vidyalaya,"Saurkhand, P. O. Kotal Gaon, Tehsil Pratap Na...","09568128926 , 09997149349",CSEB
1150,Modern Scholars Academy,New Road Chamba...,01376255156,CSEB
1151,New Tehri International School,"Bawari, New Town...","10376 234945 , 2381",CSEB
1152,Rajiv Gandhi Navodaya Vidyalaya,Jajal...,01363 268510,CSEB
1153,Saint Anthonys Public School,,09412420945,CSEB
1154,Sri Sathya Sai School,Tapovan ( Rishikesh ) Luxman Jhulauttranchal...,0135 2430649,CSEB
1155,Goswami Ganesh Dutt Saraswati,Vidya Mandir Govind Niwas Nagendra Saklani Ma...,2450,CSEB
1156,Jawahar Navodaya Vidyalaya,Dhungirpurola Uttaranchal...,,CSEB
1157,Kendriya Vidyalaya,Uttar Kashi Uttaranchal...,"0515 2263 , 2373",CSEB
1158,Kendriya Vidyalaya,"Rajgarhi, Teh Barkot, District Uttarakashi...",09410578969,CSEB
1159,Maharishi Vidya Mandir,Gyansu Uttar Kashi Uttaranchal...,,CSEB
1160,Rishi Ram Shikshan Sansthan,Joshiyara District Tuttaranchal...,"01374 226291 , 226291",CSEB
1161,Tanumal Junior High School,Adhya Shankarachary Shiksha Sansthan Dada Dha...,01374-224081,CSEB
1162,Dav Public School,Megia Thermal Power Station Dvc P. O. Mtps...,"03241 71287 , 71341",CSEB
1163,Jawahar Navodaya Vidyalaya,"Bankura, Village-Poabagan, P. O. Bhagabandh...",03242 256510,CSEB
1164,Manohari Devi Bajoria Dav Public School,"N. H. 60, Bikna P. O. Kesiakole...","0 03242 241580 , 09431132086",CSEB
1165,Satya Narayan Academy,Ramkrishna Nagar P. O. Narrah...,"03242 264252 , 03242-264265",CSEB
1166,Shamayita Convent School,P. O. Amarkanangangajal Ghati...,"03241 265201 , 26522",CSEB
1167,St Xaviers High School,Damodarpur Near ( Bankura Engineering College...,"03252 03242 315228 , 09232521700",CSEB
1168,West Point School,"Katjuridanga-Kesra Road, P. O. Kenduadihi...","0341 03242-244199 , 82305",CSEB
1169,DAV Public School,"Hetampur Rajbati, Dubrajpur, Birbhum...",03462-202350,CSEB
1170,Gitanjali Public School,Village Daikota P. O. Deriapur PS Sainthia...,9475501605,CSEB
1171,Jawahar Navodaya Vidyalaya,Gopal Pur...,"03463 269075 , 269073-74",CSEB
1172,"Kendriya Vidyalaya, Bolpur","c/o “Britti Sadan” Prantik Township, P.O....","03463 252591 , 09800965947",CSEB
1173,"Kendriya Vidyalaya, Siuri","Gol Bari Complex
Near Muncipal Office
Siuri...","03462 - 250818, 250515",CSEB
1174,U.P. Public School,Besides Suri High Way & Railway Level Crossin...,"0141 034462-654002 , 01415140291",CSEB
1175,BD Jain Modern School,Binapatti East Khagra Bari P. O. & Caoch...,"03582 222918 , 03582228442",CSEB
1176,Bina Mohit Memorial School,Village & P. O. : Mahish Bathan...,"03582-240432,240649",CSEB
1177,Doors International Public School,"Sonari-Kakribari, P. O. : Kharija-Kakribari, ...",03582240062,CSEB
1178,Jawahar Navodaya Vidyalaya,"Tufangunj, New Town...","03582 246802 , 202054",CSEB
1179,Kendriya Vidyalaya,Cooch Behar...,294,CSEB
1180,Kendriya Vidyalaya,"Bsf Gandhinagar, P. O. - K. K. Bari, Gopalpur...","03582 240050 , 09932305153",CSEB
1181,Netaji Centenary School,"Sahebganj Road W / #12, P. O. Bhangni Part I ...",03581 258927,CSEB
1182,Techno India Group Public School,"Village Matikata, Madhupur More, Madhupur Po...",03582270666,CSEB
1183,Jawahar Navodaya Vidyalaya,"Balurghat, Dinjpur...","03522 204143 , 7501686577",CSEB
1184,Kendriya Vidyalaya,"Balurghat, P. O. Beltala Park...",03522 258656,CSEB
1185,Techno India Group Public School,"Near District Jail, Mongalpur, P. O. : Beltal...","03522-255800, 271632",CSEB
1186,The Atreyee Dav Public School,South...,03522 251313,CSEB
1187,Arambagh Vivekananda Academy,"Basantapur Sports Complex, Ward #11, P. O. - ...",03211258900,CSEB
1188,Jawahar Navodaya Vidyalaya,Dihibagnan-P. S. ( Arambagh )...,"03211 235100 , 211341",CSEB
1189,Kendriya Vidyalaya,"Municipality, Guest House, P. O. Tarakeswar...","03212 276706 , 09434075231",CSEB
1190,Panisheola Indira Samriti Vidyapeeth,Village & P. O. Panishoola PS Haripal...,"0341 62-1563 , 9434070233",CSEB
